#Name, Pixels, Particles, Locality, RunTime, Frame Mean, STDEV, Graph, STDEV, Compute, STDEV, Compute2, STDEV
MEM_MQUEUE, 1572864, 65536, 8, 12320.3, 30.724, 0.399672, 0.230993, 0.0307695, 29.0176, 0.391297, 1.0577, 0.0629915
MEM_MQUEUE, 1572864, 131072, 8, 12682.8, 31.6279, 0.467519, 0.251782, 0.16441, 29.0202, 0.415036, 1.93819, 0.0746603
MEM_MQUEUE, 1572864, 196608, 8, 13163.5, 32.8266, 0.62448, 0.255021, 0.171667, 28.9525, 0.41833, 2.81827, 0.0791495
MEM_MQUEUE, 1572864, 262144, 8, 13365, 33.3291, 0.391151, 0.345913, 0.283278, 29.021, 0.34447, 3.69509, 0.101299
MEM_MQUEUE, 1572864, 327680, 8, 13734.4, 34.2505, 0.489028, 0.608602, 0.547057, 29.0795, 0.417484, 4.54732, 0.107166
MEM_MQUEUE, 1572864, 393216, 8, 14101.2, 35.1651, 0.549539, 1.14089, 0.921632, 29.0889, 0.426369, 5.43388, 0.0994181
MEM_MQUEUE, 1572864, 458752, 8, 14448.8, 36.0319, 0.508885, 1.81055, 1.09477, 29.1109, 0.440236, 6.32573, 0.0923846
MEM_MQUEUE, 1572864, 524288, 8, 14793, 36.8902, 0.505229, 2.53931, 1.36148, 29.0693, 0.433153, 7.23536, 0.0960552
MEM_MQUEUE, 1572864, 589824, 8, 15131.1, 37.7334, 0.552149, 3.18242, 1.63467, 29.043, 0.502323, 8.15899, 0.14406
MEM_MQUEUE, 1572864, 655360, 8, 15490.3, 38.6291, 0.587778, 3.649, 1.91729, 29.089, 0.529988, 9.06737, 0.18655
MEM_MQUEUE, 1572864, 720896, 8, 15767.4, 39.3201, 0.57006, 4.33609, 1.72099, 29.1381, 0.538252, 10.0434, 0.318812
MEM_MQUEUE, 1572864, 786432, 8, 16084.2, 40.1101, 0.696836, 4.25018, 1.90275, 29.3941, 0.715731, 11.1355, 0.501848
MEM_MQUEUE, 1572864, 851968, 8, 16381.3, 40.8512, 0.953697, 3.90122, 2.11165, 29.7981, 0.969047, 12.3497, 0.630713
MEM_MQUEUE, 1572864, 917504, 8, 16681, 41.5986, 1.05565, 3.68455, 2.20738, 29.9081, 1.01874, 13.4, 0.70356
MEM_MQUEUE, 1572864, 983040, 8, 16697.5, 41.6397, 0.777079, 4.87285, 0.976478, 30.758, 0.941442, 14.5251, 0.641507
MEM_MQUEUE, 1572864, 1048576, 8, 16993.6, 42.3779, 1.11079, 4.46835, 1.58009, 31.2024, 1.22829, 15.715, 0.667149
MEM_MQUEUE, 1572864, 1114112, 8, 17291.2, 43.1203, 1.30311, 4.26348, 1.80696, 31.5479, 1.48465, 16.7656, 0.671729
MEM_MQUEUE, 1572864, 1179648, 8, 17571, 43.818, 1.59275, 4.04189, 1.96926, 31.8494, 1.75825, 17.7798, 0.744963
MEM_MQUEUE, 1572864, 1245184, 8, 17857.9, 44.5334, 1.69277, 4.07354, 1.90779, 32.0802, 1.94019, 18.704, 0.800554
MEM_MQUEUE, 1572864, 1310720, 8, 18041.5, 44.9914, 1.89706, 4.15754, 1.70807, 32.5433, 2.26565, 19.73, 0.863808
MEM_MQUEUE, 1572864, 1376256, 8, 18307.1, 45.6536, 2.08745, 4.29654, 1.46569, 32.8129, 2.47409, 20.7303, 0.90049
MEM_MQUEUE, 1572864, 1441792, 8, 18339.1, 45.7335, 2.20763, 4.54179, 1.2323, 33.4481, 2.44132, 21.4602, 0.844952
MEM_MQUEUE, 1572864, 1507328, 8, 18798.6, 46.8794, 2.37045, 4.45422, 1.32244, 33.2077, 2.76611, 22.2993, 0.918819
MEM_MQUEUE, 1572864, 1572864, 8, 19067.7, 47.5503, 2.65352, 4.5945, 1.20113, 33.4437, 3.04211, 23.2839, 0.984989
MEM_MQUEUE, 1572864, 1638400, 8, 19259.8, 48.0294, 2.79922, 4.76287, 1.08501, 33.9581, 3.27177, 24.3875, 1.05558
MEM_MQUEUE, 1572864, 1703936, 8, 19322.8, 48.1865, 2.76548, 4.85878, 0.917354, 34.7509, 3.36803, 25.588, 1.09248
MEM_MQUEUE, 1572864, 1769472, 8, 19460.3, 48.5295, 2.71773, 4.89582, 0.875799, 35.4335, 3.23785, 26.6818, 1.01209
MEM_MQUEUE, 1572864, 1835008, 8, 19686.7, 49.0941, 2.95814, 4.89612, 0.85119, 35.8449, 3.49502, 27.6907, 1.04917
MEM_MQUEUE, 1572864, 1900544, 8, 19762.7, 49.2835, 2.8006, 4.90916, 0.835431, 36.5701, 3.30652, 28.6603, 0.911249
MEM_MQUEUE, 1572864, 1966080, 8, 20012.7, 49.9069, 2.65814, 5.0277, 0.508402, 37.2783, 3.21758, 29.9587, 0.76945
MEM_MQUEUE, 1572864, 2031616, 8, 20014.5, 49.9115, 2.49721, 5.01519, 0.617599, 38.0939, 3.24548, 30.7825, 0.932296
MEM_MQUEUE, 1572864, 2097152, 8, 20077.4, 50.0683, 1.95734, 5.03642, 0.502162, 39.2471, 2.56767, 32.2179, 0.734206
