#Name, Pixels, Particles, Locality, RunTime, Frame Mean, STDEV, Graph, STDEV, Compute, STDEV, Compute2, STDEV
MEM_MQUEUE, 65536, 1048576, 8, 5917.29, 14.7563, 0.199127, 0.350086, 0.451706, 3.32025, 0.221937, 14.4944, 0.147517
MEM_MQUEUE, 131072, 1048576, 8, 6038.68, 15.059, 0.240402, 0.646601, 0.533822, 5.78753, 0.304592, 14.8218, 0.202068
MEM_MQUEUE, 196608, 1048576, 8, 6184.34, 15.4223, 0.26324, 0.86205, 0.571593, 8.16881, 0.352217, 15.1808, 0.245838
MEM_MQUEUE, 262144, 1048576, 8, 6342.77, 15.8174, 0.443403, 0.950939, 0.682271, 10.4487, 0.662063, 15.5081, 0.2762
MEM_MQUEUE, 327680, 1048576, 8, 6552.67, 16.3408, 0.807273, 1.24288, 0.70115, 12.2676, 1.17921, 15.8047, 0.359151
MEM_MQUEUE, 393216, 1048576, 8, 6921.76, 17.2612, 0.701738, 1.42788, 0.746192, 13.7403, 1.03934, 16.0945, 0.320373
MEM_MQUEUE, 458752, 1048576, 8, 7486.59, 18.6698, 0.712587, 1.82104, 0.61191, 14.5609, 1.01717, 16.0764, 0.376624
MEM_MQUEUE, 524288, 1048576, 8, 8054.14, 20.0851, 0.666848, 2.08376, 0.475344, 15.467, 1.00113, 16.0336, 0.356681
MEM_MQUEUE, 589824, 1048576, 8, 8645.11, 21.5589, 0.79454, 2.29802, 0.455663, 16.2907, 1.22891, 15.9746, 0.416959
MEM_MQUEUE, 655360, 1048576, 8, 9251.16, 23.0702, 0.943532, 2.51511, 0.384317, 17.0665, 1.45309, 15.9249, 0.477529
MEM_MQUEUE, 720896, 1048576, 8, 9796.5, 24.4302, 0.965156, 2.72892, 0.306806, 17.9154, 1.5008, 15.8455, 0.507861
MEM_MQUEUE, 786432, 1048576, 8, 10374.7, 25.8721, 1.03389, 2.84999, 0.483365, 18.8739, 1.61017, 15.8823, 0.482657
MEM_MQUEUE, 851968, 1048576, 8, 10930.6, 27.2583, 1.02577, 3.05364, 0.383246, 19.7596, 1.60592, 15.8241, 0.528994
MEM_MQUEUE, 917504, 1048576, 8, 11530.8, 28.7551, 1.12627, 2.98446, 0.95073, 20.863, 1.6632, 16.0016, 0.636225
MEM_MQUEUE, 983040, 1048576, 8, 12159.9, 30.324, 1.24681, 2.97644, 1.18474, 21.8072, 1.89671, 15.9961, 0.751512
MEM_MQUEUE, 1048576, 1048576, 8, 12767.1, 31.8382, 1.40545, 3.0791, 1.30926, 22.4907, 1.78453, 15.7014, 0.723832
MEM_MQUEUE, 1114112, 1048576, 8, 13294.9, 33.1545, 1.43977, 3.12614, 1.45519, 23.1385, 1.73768, 15.2584, 0.564317
MEM_MQUEUE, 1179648, 1048576, 8, 13607.5, 33.9339, 0.788041, 3.86924, 0.758391, 25.0567, 1.07744, 15.8495, 0.529969
MEM_MQUEUE, 1245184, 1048576, 8, 14241.3, 35.5144, 1.06615, 3.72153, 1.28486, 25.7529, 1.36674, 15.7816, 0.563596
MEM_MQUEUE, 1310720, 1048576, 8, 14776.3, 36.8486, 1.06122, 3.85378, 1.36749, 26.6446, 1.32364, 15.7275, 0.546794
MEM_MQUEUE, 1376256, 1048576, 8, 15325.5, 38.2183, 1.14917, 3.7874, 1.65884, 27.4755, 1.37958, 15.6375, 0.604851
MEM_MQUEUE, 1441792, 1048576, 8, 15860.9, 39.5533, 1.05721, 3.92039, 1.72465, 28.4275, 1.32518, 15.5441, 0.618811
MEM_MQUEUE, 1507328, 1048576, 8, 16593.9, 41.3814, 1.19077, 3.48132, 2.15937, 29.0957, 1.39089, 15.3597, 0.668399
MEM_MQUEUE, 1572864, 1048576, 8, 16915.5, 42.1833, 0.952746, 4.49252, 1.59727, 30.6407, 1.0828, 15.4273, 0.55405
MEM_MQUEUE, 1638400, 1048576, 8, 17620.6, 43.9417, 1.11709, 4.13205, 2.10747, 31.6492, 1.22018, 15.361, 0.610438
MEM_MQUEUE, 1703936, 1048576, 8, 18190.9, 45.3637, 0.975628, 4.15666, 2.25599, 32.5988, 1.12291, 15.2027, 0.592511
MEM_MQUEUE, 1769472, 1048576, 8, 18731.1, 46.7109, 0.926642, 3.99938, 2.47643, 33.3513, 1.07605, 15.0548, 0.603026
MEM_MQUEUE, 1835008, 1048576, 8, 19330.5, 48.2056, 0.88443, 3.70231, 2.72087, 34.4429, 1.04415, 14.9685, 0.585261
MEM_MQUEUE, 1900544, 1048576, 8, 20050.2, 50.0004, 0.876006, 2.57955, 2.79261, 35.4123, 0.798912, 14.5832, 0.228562
MEM_MQUEUE, 1966080, 1048576, 8, 20350.6, 50.7496, 0.688408, 5.32875, 2.15934, 36.9271, 0.804202, 14.801, 0.497282
MEM_MQUEUE, 2031616, 1048576, 8, 20979.1, 52.3169, 0.7156, 4.82649, 2.6899, 38.0685, 0.737835, 14.7362, 0.490532
MEM_MQUEUE, 2097152, 1048576, 8, 21564.5, 53.7769, 0.628337, 4.57207, 2.90607, 39.1887, 0.650323, 14.5964, 0.403458
