#Name, Pixels, Particles, Locality, RunTime, Frame Mean, STDEV, Graph, STDEV, Compute, STDEV
MEM_SEQ, 1048576, 65536, 8, 20860.5, 20.8397, 0.207616, 0.155897, 0.00246397, 20.078, 0.164636
MEM_SEQ, 1048576, 131072, 8, 21708.4, 21.6868, 0.19568, 0.155697, 0.00253743, 20.9525, 0.169767
MEM_SEQ, 1048576, 196608, 8, 22565.9, 22.5433, 0.189654, 0.156021, 0.00257164, 21.8127, 0.15981
MEM_SEQ, 1048576, 262144, 8, 23479.1, 23.4556, 0.20008, 0.155656, 0.00373062, 22.7018, 0.163619
MEM_SEQ, 1048576, 327680, 8, 24320.1, 24.2958, 0.183933, 0.155733, 0.0014604, 23.5653, 0.14916
MEM_SEQ, 1048576, 393216, 8, 25163.2, 25.138, 0.184339, 0.155754, 0.00127797, 24.405, 0.153776
MEM_SEQ, 1048576, 458752, 8, 26074.5, 26.0484, 0.198156, 0.1559, 0.00139403, 25.2947, 0.15831
MEM_SEQ, 1048576, 524288, 8, 27012.6, 26.9856, 0.190427, 0.15562, 0.001316, 26.2234, 0.165562
MEM_SEQ, 1048576, 589824, 8, 27858.9, 27.8311, 0.195544, 0.155778, 0.00104629, 27.0692, 0.162569
MEM_SEQ, 1048576, 655360, 8, 28727.1, 28.6984, 0.205479, 0.155711, 0.00139794, 27.9418, 0.178798
MEM_SEQ, 1048576, 720896, 8, 29616.2, 29.5866, 0.204994, 0.155847, 0.00488741, 28.8268, 0.168466
MEM_SEQ, 1048576, 786432, 8, 30484.7, 30.4542, 0.19511, 0.155668, 0.00138054, 29.6919, 0.170471
MEM_SEQ, 1048576, 851968, 8, 31322.2, 31.2909, 0.197262, 0.155955, 0.00479761, 30.5358, 0.174411
MEM_SEQ, 1048576, 917504, 8, 32182.8, 32.1506, 0.21066, 0.155952, 0.00486127, 31.3866, 0.183318
MEM_SEQ, 1048576, 983040, 8, 33141.9, 33.1088, 0.20215, 0.155499, 0.0059868, 32.3408, 0.175835
MEM_SEQ, 1048576, 1048576, 8, 34024.7, 33.9907, 0.248526, 0.155779, 0.00129074, 33.2252, 0.17888
MEM_SEQ, 1048576, 1114112, 8, 34897.4, 34.8626, 0.206204, 0.155442, 0.00123726, 34.0982, 0.181716
MEM_SEQ, 1048576, 1179648, 8, 35808.7, 35.7729, 0.2143, 0.155693, 0.00540758, 35.0206, 0.199599
MEM_SEQ, 1048576, 1245184, 8, 36640.9, 36.6043, 0.207186, 0.15554, 0.00122657, 35.8492, 0.175414
MEM_SEQ, 1048576, 1310720, 8, 37517.2, 37.4797, 0.233269, 0.155684, 0.00546916, 36.7252, 0.184028
MEM_SEQ, 1048576, 1376256, 8, 38380.8, 38.3424, 0.235503, 0.155717, 0.00543914, 37.5847, 0.20873
MEM_SEQ, 1048576, 1441792, 8, 39269.4, 39.2301, 0.209407, 0.155645, 0.00126767, 38.4704, 0.168419
MEM_SEQ, 1048576, 1507328, 8, 40132, 40.0919, 0.21543, 0.155671, 0.00125149, 39.3322, 0.173377
MEM_SEQ, 1048576, 1572864, 8, 40987.3, 40.9463, 0.226449, 0.155837, 0.00149495, 40.1797, 0.187338
MEM_SEQ, 1048576, 1638400, 8, 41910.6, 41.8687, 0.214073, 0.155492, 0.00276759, 41.1018, 0.171302
MEM_SEQ, 1048576, 1703936, 8, 42780.7, 42.738, 0.223641, 0.15558, 0.00545206, 41.9732, 0.177616
MEM_SEQ, 1048576, 1769472, 8, 43666.4, 43.6227, 0.216817, 0.155695, 0.00142464, 42.8449, 0.171457
MEM_SEQ, 1048576, 1835008, 8, 44535.7, 44.4912, 0.229988, 0.155508, 0.00123548, 43.7206, 0.181263
MEM_SEQ, 1048576, 1900544, 8, 45455.8, 45.4104, 0.229254, 0.155713, 0.00152904, 44.6399, 0.184341
MEM_SEQ, 1048576, 1966080, 8, 46333.6, 46.2874, 0.221582, 0.156022, 0.00131811, 45.5167, 0.176981
MEM_SEQ, 1048576, 2031616, 8, 47209.6, 47.1624, 0.243948, 0.155505, 0.00277372, 46.3934, 0.199401
MEM_SEQ, 1048576, 2097152, 8, 48098, 48.0499, 0.227455, 0.155751, 0.00142005, 47.2758, 0.175241
MEM_SEQ, 1048576, 2162688, 8, 19615, 48.9151, 0.2476, 0.155851, 0.00141666, 48.1925, 0.193172
MEM_SEQ, 1048576, 2228224, 8, 19967.5, 49.7942, 0.256453, 0.155327, 0.00408795, 49.0686, 0.215675
MEM_SEQ, 1048576, 2293760, 8, 20295.9, 50.6133, 0.26071, 0.155703, 0.00112887, 49.8822, 0.198267
MEM_SEQ, 1048576, 2359296, 8, 20661.9, 51.526, 0.230911, 0.155518, 0.00120679, 50.7869, 0.185117
MEM_SEQ, 1048576, 2424832, 8, 21010.6, 52.3955, 0.22457, 0.155424, 0.00116186, 51.6508, 0.177376
MEM_SEQ, 1048576, 2490368, 8, 21362.6, 53.2734, 0.228265, 0.155459, 0.00125597, 52.5269, 0.195534
MEM_SEQ, 1048576, 2555904, 8, 21716.8, 54.1565, 0.241593, 0.155675, 0.00137595, 53.4067, 0.195114
MEM_SEQ, 1048576, 2621440, 8, 22055.4, 55.001, 0.21536, 0.155846, 0.00127974, 54.2568, 0.18395
MEM_SEQ, 1048576, 2686976, 8, 22415.1, 55.8981, 0.291079, 0.1557, 0.0014041, 55.1666, 0.224774
MEM_SEQ, 1048576, 2752512, 8, 22756.1, 56.7484, 0.25339, 0.155483, 0.00413546, 56.0078, 0.216294
MEM_SEQ, 1048576, 2818048, 8, 23101.9, 57.6108, 0.263777, 0.155378, 0.00112592, 56.869, 0.191751
MEM_SEQ, 1048576, 2883584, 8, 23451.8, 58.4833, 0.264384, 0.155399, 0.00396997, 57.7347, 0.178237
MEM_SEQ, 1048576, 2949120, 8, 23796.3, 59.3424, 0.267388, 0.155418, 0.001317, 58.59, 0.188338
MEM_SEQ, 1048576, 3014656, 8, 24149.1, 60.2221, 0.2201, 0.155555, 0.0011183, 59.4866, 0.163564
MEM_SEQ, 1048576, 3080192, 8, 24507, 61.1147, 0.262751, 0.155846, 0.00074135, 60.3657, 0.15617
MEM_SEQ, 1048576, 3145728, 8, 24852.9, 61.9774, 0.242291, 0.155655, 0.00122697, 61.2239, 0.175509


